aa	AA-1007-TPA-MIA	12/01/2011 01:55 PM	12/01/2011 02:07 PM	F78	12/01/2011 03:00 PM	12/01/2011 02:57 PM	D5
myrateplan	CO-5225-ATL-IAH	12/1/11 10:51 AM (-05:00)			12/1/11 12:19 PM (-06:00)		
helloflight	CO-5225-ATL-IAH	12/1/11 10:51 AM (-05:00)			12/1/11 12:19 PM (-06:00)		
flytecomm	CO-5225-ATL-IAH	12/1/11 10:51 AM (-05:00)			12/1/11 12:19 PM (-06:00)		
flightaware	CO-5225-ATL-IAH	2011-12-01 10:51AM EST	2011-12-01 11:05AM EST		2011-12-01 11:47AM CST	2011-12-01 11:49AM CST	
wunderground	CO-5225-ATL-IAH	2011-12-01 10:51AM EST	2011-12-01 11:05AM EST		2011-12-01 11:47AM CST	2011-12-01 11:49AM CST	
flights	CO-5225-ATL-IAH	10:51 AM  Thu 01-Dec-2011	10:45 AM  Thu 01-Dec-2011	D10	12:19 PM  Thu 01-Dec-2011	12:00 PM  Thu 01-Dec-2011	84B
businesstravellogue	CO-5225-ATL-IAH	10:51 AM  Thu 01-Dec-2011	10:45 AM  Thu 01-Dec-2011	D10	12:19 PM  Thu 01-Dec-2011	12:00 PM  Thu 01-Dec-2011	84B
flylouisville	CO-5225-ATL-IAH	10:51 AM  Thu 01-Dec-2011	10:45 AM  Thu 01-Dec-2011	D10	12:19 PM  Thu 01-Dec-2011	12:00 PM  Thu 01-Dec-2011	84B
flightstats	CO-5225-ATL-IAH	2011-12-01 10:51 AM	2011-12-01 10:45 AM		2011-12-01 12:19 PM	2011-12-01 12:00 PM	
quicktrip	CO-5225-ATL-IAH	2011-12-01 10:51 AM	2011-12-01 10:45 AM		2011-12-01 12:19 PM	2011-12-01 12:00 PM	
world-flight-tracker	CO-5225-ATL-IAH	2011-12-01 10:51 AM	2011-12-01 10:45 AM		2011-12-01 12:19 PM	2011-12-01 12:00 PM	
flightview	CO-5225-ATL-IAH	10:51 AM, Dec 01	11:05 AM, Dec 01		12:19 PM, Dec 01	11:50 AM, Dec 01	
panynj	CO-5225-ATL-IAH	10:51 AM, Dec 01	11:05 AM, Dec 01		12:19 PM, Dec 01	11:50 AM, Dec 01	
gofox	CO-5225-ATL-IAH	10:51 AM, Dec 01	11:05 AM, Dec 01		12:19 PM, Dec 01	11:50 AM, Dec 01	
foxbusiness	CO-5225-ATL-IAH	10:51 AM, Dec 01	11:05 AM, Dec 01		12:19 PM, Dec 01	11:50 AM, Dec 01	
allegiantair	CO-5225-ATL-IAH	10:51 AM, Dec 01	11:05 AM, Dec 01		12:19 PM, Dec 01	11:50 AM, Dec 01	
boston	CO-5225-ATL-IAH	10:51 AM, Dec 01	11:05 AM, Dec 01		12:19 PM, Dec 01	11:50 AM, Dec 01	
travelocity	CO-5225-ATL-IAH	Dec 01 - 10:51am	Dec 01 - 10:45am	D10	Dec 01 - 12:19pm	Dec 01 - 12:00noon	B84B
orbitz	CO-5225-ATL-IAH	10:51aDec 1	10:45aDec 1	 -	12:19pDec 1	12:00pDec 1	 -
weather	CO-5225-ATL-IAH	2011-12-01 10:51 AM			2011-12-01 12:19 PM		
ifly	CO-5225-ATL-IAH	2011-12-01 10:51 AM	2011-12-01 10:45 AM		2011-12-01 12:19 PM	2011-12-01 12:00 PM	
mytripandmore	CO-5225-ATL-IAH	10:51aDec 1	10:45aDec 1	 -	12:19pDec 1	12:00pDec 1	 -
ua	UA-855-IAH-SFO	Thu, Dec 1 8:57 AM	Thu, Dec 1 8:55 AM            On Time	C16	Thu, Dec 1 11:18 AM	Thu, Dec 1 11:09 AM	80
flightexplorer	UA-855-IAH-SFO		12/1/2011 9:18AM CST			12/1/2011 11:03AM PST	
airtravelcenter	UA-855-IAH-SFO		12/1/11 9:19 AM (-06:00)			12/1/11 10:58 AM (-08:00)	
myrateplan	UA-855-IAH-SFO		12/1/11 9:19 AM (-06:00)			12/1/11 10:58 AM (-08:00)	
helloflight	UA-855-IAH-SFO		12/1/11 9:19 AM (-06:00)			12/1/11 10:58 AM (-08:00)	
flytecomm	UA-855-IAH-SFO		12/1/11 9:19 AM (-06:00)			12/1/11 10:58 AM (-08:00)	
flightaware	UA-855-IAH-SFO	2011-12-01 08:57AM CST	2011-12-01 09:18AM CST	 C16 	2011-12-01 10:57AM PST	2011-12-01 11:04AM PST	 80 
wunderground	UA-855-IAH-SFO	2011-12-01 08:57AM CST	2011-12-01 09:18AM CST	 C16 	2011-12-01 10:57AM PST	2011-12-01 11:04AM PST	 80 
flights	UA-855-IAH-SFO		2011-12-01 08:55 AM	16		2011-12-01 11:09 AM	80
businesstravellogue	UA-855-IAH-SFO		2011-12-01 08:55 AM	16		2011-12-01 11:09 AM	80
flylouisville	UA-855-IAH-SFO		2011-12-01 08:55 AM	16		2011-12-01 11:09 AM	80
flightstats	UA-855-IAH-SFO	2011-12-01 8:57 AM	2011-12-01 8:55 AM		2011-12-01 11:18 AM	2011-12-01 11:09 AM	
quicktrip	UA-855-IAH-SFO	2011-12-01 8:57 AM	2011-12-01 8:55 AM		2011-12-01 11:18 AM	2011-12-01 11:09 AM	
flightview	UA-855-IAH-SFO		9:19 AMDec 01			11:09 AMDec 01	
panynj	UA-855-IAH-SFO		9:19 AMDec 01			11:09 AMDec 01	
gofox	UA-855-IAH-SFO		9:19 AMDec 01			11:09 AMDec 01	
foxbusiness	UA-855-IAH-SFO		9:19 AMDec 01			11:09 AMDec 01	
allegiantair	UA-855-IAH-SFO		9:19 AMDec 01			11:09 AMDec 01	
boston	UA-855-IAH-SFO		9:19 AMDec 01			11:05 AMDec 01	
orbitz	UA-855-IAH-SFO	8:57aDec 1	8:55aDec 1	 C16	11:18aDec 1	11:09aDec 1	 80
sfo	UA-855-IAH-SFO				2011-12-01 11:18 AM		80
ifly	UA-855-IAH-SFO	2011-12-01 8:57 AM	2011-12-01 8:55 AM		2011-12-01 11:18 AM	2011-12-01 11:09 AM	
usatoday	UA-855-IAH-SFO	2011-12-01 8:57 AM	2011-12-01 8:55 AM		2011-12-01 11:18 AM	2011-12-01 11:09 AM	
ua	UA-2691-DTW-CLT	Thu, Dec 1 7:05 PM	Thu, Dec 1 7:05 PM	D25	Thu, Dec 1 8:52 PM	Thu, Dec 1 8:31 PM	B15
airtravelcenter	UA-2691-DTW-CLT		12/1/11 7:12 PM (-05:00)			12/1/11 8:27 PM (-05:00)	
myrateplan	UA-2691-DTW-CLT		12/1/11 7:12 PM (-05:00)			12/1/11 8:27 PM (-05:00)	
helloflight	UA-2691-DTW-CLT		12/1/11 7:12 PM (-05:00)			12/1/11 8:27 PM (-05:00)	
flytecomm	UA-2691-DTW-CLT		12/1/11 7:12 PM (-05:00)			12/1/11 8:27 PM (-05:00)	
flightaware	UA-2691-DTW-CLT	2011-12-01 07:05PM EST	2011-12-01 07:12PM EST		2011-12-01 08:42PM EST	2011-12-01 08:24PM EST	
wunderground	UA-2691-DTW-CLT	2011-12-01 07:05PM EST	2011-12-01 07:12PM EST		2011-12-01 08:42PM EST	2011-12-01 08:24PM EST	
flights	UA-2691-DTW-CLT	07:05 PM  Thu 01-Dec-2011	07:00 PM  Thu 01-Dec-2011	D25	08:52 PM  Thu 01-Dec-2011	08:31 PM  Thu 01-Dec-2011	B15
businesstravellogue	UA-2691-DTW-CLT	07:05 PM  Thu 01-Dec-2011	07:00 PM  Thu 01-Dec-2011	D25	08:52 PM  Thu 01-Dec-2011	08:31 PM  Thu 01-Dec-2011	B15
flylouisville	UA-2691-DTW-CLT	07:05 PM  Thu 01-Dec-2011	07:00 PM  Thu 01-Dec-2011	D25	08:52 PM  Thu 01-Dec-2011	08:31 PM  Thu 01-Dec-2011	B15
flightstats	UA-2691-DTW-CLT	2011-12-01 7:05 PM	2011-12-01 7:00 PM		2011-12-01 8:52 PM	2011-12-01 8:31 PM	
quicktrip	UA-2691-DTW-CLT	2011-12-01 7:05 PM	2011-12-01 7:00 PM		2011-12-01 8:52 PM	2011-12-01 8:31 PM	
world-flight-tracker	UA-2691-DTW-CLT	2011-12-01 7:05 PM	2011-12-01 7:00 PM		2011-12-01 8:52 PM	2011-12-01 8:31 PM	
flightview	UA-2691-DTW-CLT	7:05 PM, Dec 01	7:12 PM, Dec 01		8:52 PM, Dec 01	8:25 PM, Dec 01	
panynj	UA-2691-DTW-CLT	7:05 PM, Dec 01	7:12 PM, Dec 01		8:52 PM, Dec 01	8:25 PM, Dec 01	
gofox	UA-2691-DTW-CLT	7:05 PM, Dec 01	7:12 PM, Dec 01		8:52 PM, Dec 01	8:25 PM, Dec 01	
foxbusiness	UA-2691-DTW-CLT	7:05 PM, Dec 01	7:12 PM, Dec 01		8:52 PM, Dec 01	8:25 PM, Dec 01	
allegiantair	UA-2691-DTW-CLT	7:05 PM, Dec 01	7:12 PM, Dec 01		8:52 PM, Dec 01	8:25 PM, Dec 01	
boston	UA-2691-DTW-CLT	7:05 PM, Dec 01	7:12 PM, Dec 01		8:52 PM, Dec 01	8:25 PM, Dec 01	
travelocity	UA-2691-DTW-CLT	Dec 01 - 7:05pm	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 8:52pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-2691-DTW-CLT	7:05pDec 1	7:00pDec 1	 -	8:52pDec 1	8:31pDec 1	 -
weather	UA-2691-DTW-CLT	2011-12-01 07:05 PM			2011-12-01 08:52 PM		
ifly	UA-2691-DTW-CLT	2011-12-01 7:05 PM	2011-12-01 7:00 PM		2011-12-01 8:52 PM	2011-12-01 8:31 PM	
usatoday	UA-2691-DTW-CLT	2011-12-01 7:05 PM	2011-12-01 7:00 PM		2011-12-01 8:52 PM	2011-12-01 8:31 PM	
aa	AA-3921-MEM-ORD	12/01/2011 05:20 PM	12/01/2011 05:27 PM	C12A	12/01/2011 07:30 PM	12/01/2011 06:50 PM	G6A
flightexplorer	AA-3921-MEM-ORD		12/1/2011 5:27PM CST			12/1/2011 6:50PM CST	
airtravelcenter	AA-3921-MEM-ORD		12/1/11 5:27 PM (-06:00)			12/1/11 6:50 PM (-06:00)	
myrateplan	AA-3921-MEM-ORD		12/1/11 5:27 PM (-06:00)			12/1/11 6:50 PM (-06:00)	
helloflight	AA-3921-MEM-ORD		12/1/11 5:27 PM (-06:00)			12/1/11 6:50 PM (-06:00)	
flytecomm	AA-3921-MEM-ORD		12/1/11 5:27 PM (-06:00)			12/1/11 6:50 PM (-06:00)	
flightaware	AA-3921-MEM-ORD	2011-12-01 05:20PM CST	2011-12-01 05:27PM CST	 C12A 	2011-12-01 07:20PM CST	2011-12-01 06:50PM CST	 G6A 
wunderground	AA-3921-MEM-ORD	2011-12-01 05:20PM CST	2011-12-01 05:27PM CST	 C12A 	2011-12-01 07:20PM CST	2011-12-01 06:50PM CST	 G6A 
flights	AA-3921-MEM-ORD	05:20 PM  Thu 01-Dec-2011	05:27 PM  Thu 01-Dec-2011	C12A	07:30 PM  Thu 01-Dec-2011	06:50 PM  Thu 01-Dec-2011	G6A
businesstravellogue	AA-3921-MEM-ORD	05:20 PM  Thu 01-Dec-2011	05:27 PM  Thu 01-Dec-2011	C12A	07:30 PM  Thu 01-Dec-2011	06:50 PM  Thu 01-Dec-2011	G6A
flylouisville	AA-3921-MEM-ORD	05:20 PM  Thu 01-Dec-2011	05:27 PM  Thu 01-Dec-2011	C12A	07:30 PM  Thu 01-Dec-2011	06:50 PM  Thu 01-Dec-2011	G6A
flightstats	AA-3921-MEM-ORD	2011-12-01 5:20 PM	2011-12-01 5:27 PM		2011-12-01 7:30 PM	2011-12-01 6:50 PM	
quicktrip	AA-3921-MEM-ORD	2011-12-01 5:20 PM	2011-12-01 5:27 PM		2011-12-01 7:30 PM	2011-12-01 6:50 PM	
world-flight-tracker	AA-3921-MEM-ORD	2011-12-01 5:20 PM	2011-12-01 5:27 PM		2011-12-01 7:30 PM	2011-12-01 6:50 PM	
flightview	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
panynj	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
gofox	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
foxbusiness	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
allegiantair	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
boston	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
travelocity	AA-3921-MEM-ORD	Dec 01 - 5:20pm	Dec 01 - 5:13pm	C12A	Dec 01 - 7:30pm	Dec 01 - 6:50pm	G6A/T3
orbitz	AA-3921-MEM-ORD	5:20pDec 1	5:13pDec 1	 C12A	7:30pDec 1	6:50pDec 1	 G6A
weather	AA-3921-MEM-ORD	2011-12-01 05:20 PM			2011-12-01 07:30 PM		
ord	AA-3921-MEM-ORD	2011-12-01 11/30 5:20 PM		C12A	2011-12-01 11/30 7:30 PM		G11
usatoday	AA-3921-MEM-ORD	5:20 PM, Dec 01	5:27 PM, Dec 01		7:30 PM, Dec 01	6:48 PM, Dec 01	
flightwise	AA-3921-MEM-ORD	2011-12-01 05:20PM CST	2011-12-01 05:27PM CST	 C12A 	2011-12-01 07:20PM CST	2011-12-01 06:50PM CST	 G6A 
aa	AA-1538-DFW-MCO	12/01/2011 08:40 PM	12/01/2011 09:25 PM	D25	12/02/2011 11:55 PM		16
flightexplorer	AA-1538-DFW-MCO		12/1/2011 9:26PM CST			12/2/2011 12:32AM EST	
airtravelcenter	AA-1538-DFW-MCO		12/1/11 9:26 PM (-06:00)			12/2/11 12:26 AM (-05:00)	
myrateplan	AA-1538-DFW-MCO		12/1/11 9:26 PM (-06:00)			12/2/11 12:26 AM (-05:00)	
helloflight	AA-1538-DFW-MCO		12/1/11 9:26 PM (-06:00)			12/2/11 12:26 AM (-05:00)	
flytecomm	AA-1538-DFW-MCO		12/1/11 9:26 PM (-06:00)			12/2/11 12:26 AM (-05:00)	
flightaware	AA-1538-DFW-MCO	2011-12-01 08:40PM CST	2011-12-01 09:25PM CST	 D25 	2011-12-01 11:44PM EST	2011-12-01 12:32AM EST	 16 
wunderground	AA-1538-DFW-MCO	2011-12-01 08:40PM CST	2011-12-01 09:25PM CST	 D25 	2011-12-01 11:44PM EST	2011-12-01 12:32AM EST	 16 
flights	AA-1538-DFW-MCO	08:40 PM  Thu 01-Dec-2011	09:25 PM  Thu 01-Dec-2011	D25	11:55 PM  Thu 01-Dec-2011	12:26 AM  Fri 02-Dec-2011 (Runway)	16
businesstravellogue	AA-1538-DFW-MCO	08:40 PM  Thu 01-Dec-2011	09:25 PM  Thu 01-Dec-2011	D25	11:55 PM  Thu 01-Dec-2011	12:26 AM  Fri 02-Dec-2011 (Runway)	16
flylouisville	AA-1538-DFW-MCO	08:40 PM  Thu 01-Dec-2011	09:25 PM  Thu 01-Dec-2011	D25	11:55 PM  Thu 01-Dec-2011	12:26 AM  Fri 02-Dec-2011 (Runway)	16
flightstats	AA-1538-DFW-MCO	2011-12-01 8:40 PM	2011-12-01 9:25 PM		2011-12-01 11:55 PM	2011-12-01 12:26 AM (runway)	
quicktrip	AA-1538-DFW-MCO	2011-12-01 8:40 PM	2011-12-01 9:25 PM		2011-12-01 11:55 PM	2011-12-01 12:26 AM (runway)	
world-flight-tracker	AA-1538-DFW-MCO	2011-12-01 8:40 PM	2011-12-01 9:25 PM		2011-12-01 11:55 PM	2011-12-01 12:26 AM (runway)	
flightview	AA-1538-DFW-MCO	8:40 PM, Dec 01	9:26 PM, Dec 01	D25	11:55 PM, Dec 01	12:27 AM, Dec 02	16
panynj	AA-1538-DFW-MCO	8:40 PM, Dec 01	9:26 PM, Dec 01	D25	11:55 PM, Dec 01	12:27 AM, Dec 02	16
gofox	AA-1538-DFW-MCO	8:40 PM, Dec 01	9:26 PM, Dec 01		11:55 PM, Dec 01	12:27 AM, Dec 02	
